country,Indicator Name,region,year,ExportValueIndex
"Hong Kong, China",Export value index (2000 = 100),,2013,104.9090713965
India,Export value index (2000 = 100),South Asia,2013,117.5018267984
Indonesia,Export value index (2000 = 100),Southeast Asia,2013,121.4048721806
"Iran, Islamic Rep.",Export value index (2000 = 100),,2013,129.1568836647
Iraq,Export value index (2000 = 100),West Asia,2013,161.6364839239
Israel,Export value index (2000 = 100),West Asia,2013,103.9706858181
Japan,Export value index (2000 = 100),East Asia,2013,114.3524426461
Jordan,Export value index (2000 = 100),West Asia,2013,101.1110073527
Kazakhstan,Export value index (2000 = 100),Central Asia,2013,184.3045856214
"Korea, Rep.",Export value index (2000 = 100),East Asia,2013,106.2412006948
Kuwait,Export value index (2000 = 100),West Asia,2013,212.6733182151
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2013,142.7917302437
Lao PDR,Export value index (2000 = 100),,2013,61.9696411774
Lebanon,Export value index (2000 = 100),West Asia,2013,129.8419875303
Malaysia,Export value index (2000 = 100),Southeast Asia,2013,114.1930653416
Maldives,Export value index (2000 = 100),South Asia,2013,138.0692967839
Mongolia,Export value index (2000 = 100),East Asia,2013,91.5062214974
Myanmar,Export value index (2000 = 100),Southeast Asia,2013,98.2850343051
Nepal,Export value index (2000 = 100),South Asia,2013,121.9328152325
Oman,Export value index (2000 = 100),West Asia,2013,173.8277079456
Pakistan,Export value index (2000 = 100),South Asia,2013,113.724712701
Philippines,Export value index (2000 = 100),Southeast Asia,2013,96.380298316
Qatar,Export value index (2000 = 100),West Asia,2013,175.5202075277
Russian Federation,Export value index (2000 = 100),,2013,152.843280556
Saudi Arabia,Export value index (2000 = 100),West Asia,2013,184.6581788025
Singapore,Export value index (2000 = 100),Southeast Asia,2013,116.6851303571
Sri Lanka,Export value index (2000 = 100),South Asia,2013,96.7941971306
Syrian Arab Republic,Export value index (2000 = 100),,2013,192.74160801
Tajikistan,Export value index (2000 = 100),Central Asia,2013,130.4513810907
Thailand,Export value index (2000 = 100),Southeast Asia,2013,106.6237399645
Turkey,Export value index (2000 = 100),West Asia,2013,100.5434572996
Turkmenistan,Export value index (2000 = 100),Central Asia,2013,168.000000005
United Arab Emirates,Export value index (2000 = 100),West Asia,2013,124.5401825887
Uzbekistan,Export value index (2000 = 100),Central Asia,2013,127.0750562353
Vietnam,Export value index (2000 = 100),Southeast Asia,2013,81.4692472676
Yemen,Export value index (2000 = 100),West Asia,2013,1398.3905325778
Afghanistan,Export value index (2000 = 100),South Asia,2014,99.8300692119
Armenia,Export value index (2000 = 100),,2014,102.2869038978
Azerbaijan,Export value index (2000 = 100),,2014,170.3179065227
Bahrain,Export value index (2000 = 100),West Asia,2014,121.7018265983
Bangladesh,Export value index (2000 = 100),South Asia,2014,93.9049127853
Bhutan,Export value index (2000 = 100),South Asia,2014,106.1775700505
Brunei,Export value index (2000 = 100),,2014,165.42408341
Cambodia,Export value index (2000 = 100),Southeast Asia,2014,80.1410932809
China,Export value index (2000 = 100),East Asia,2014,103.0273133345
Cyprus,Export value index (2000 = 100),,2014,95.9985312239
Georgia,Export value index (2000 = 100),,2014,129.7997086833
"Hong Kong, China",Export value index (2000 = 100),,2014,102.6727705786
India,Export value index (2000 = 100),South Asia,2014,120.4299478168
Indonesia,Export value index (2000 = 100),Southeast Asia,2014,117.2421611531
"Iran, Islamic Rep.",Export value index (2000 = 100),,2014,135.4108858056
Iraq,Export value index (2000 = 100),West Asia,2014,153.0328897905
Israel,Export value index (2000 = 100),West Asia,2014,106.9361836749
Japan,Export value index (2000 = 100),East Asia,2014,110.4463492662
Jordan,Export value index (2000 = 100),West Asia,2014,107.0450504178
Kazakhstan,Export value index (2000 = 100),Central Asia,2014,172.9050607558
"Korea, Rep.",Export value index (2000 = 100),East Asia,2014,108.7962142772
Kuwait,Export value index (2000 = 100),West Asia,2014,188.6667876047
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2014,131.5734702061
Lao PDR,Export value index (2000 = 100),,2014,72.8660760467
Lebanon,Export value index (2000 = 100),West Asia,2014,114.2371973017
Malaysia,Export value index (2000 = 100),Southeast Asia,2014,116.9920300104
Maldives,Export value index (2000 = 100),South Asia,2014,125.5269740108
Mongolia,Export value index (2000 = 100),East Asia,2014,123.6716424522
Myanmar,Export value index (2000 = 100),Southeast Asia,2014,100.2091208258
Nepal,Export value index (2000 = 100),South Asia,2014,123.3514970506
Oman,Export value index (2000 = 100),West Asia,2014,158.8595635996
Pakistan,Export value index (2000 = 100),South Asia,2014,111.9611718878
Philippines,Export value index (2000 = 100),Southeast Asia,2014,105.5661018321
Qatar,Export value index (2000 = 100),West Asia,2014,168.7696960237
Russian Federation,Export value index (2000 = 100),,2014,145.5124056005
Saudi Arabia,Export value index (2000 = 100),West Asia,2014,168.2300569431
Singapore,Export value index (2000 = 100),Southeast Asia,2014,118.1438341231
Sri Lanka,Export value index (2000 = 100),South Asia,2014,107.12274212
Syrian Arab Republic,Export value index (2000 = 100),,2014,131.1236690019
Tajikistan,Export value index (2000 = 100),Central Asia,2014,109.7350101167
Thailand,Export value index (2000 = 100),Southeast Asia,2014,106.1370982065
Turkey,Export value index (2000 = 100),West Asia,2014,110.2811833947
Turkmenistan,Export value index (2000 = 100),Central Asia,2014,174.9999999812
United Arab Emirates,Export value index (2000 = 100),West Asia,2014,114.1639972691
Uzbekistan,Export value index (2000 = 100),Central Asia,2014,121.7802622466
Vietnam,Export value index (2000 = 100),Southeast Asia,2014,92.6897500147
Yemen,Export value index (2000 = 100),West Asia,2014,474.0315931318
Afghanistan,Export value index (2000 = 100),South Asia,2015,100.0
Armenia,Export value index (2000 = 100),,2015,100.0
Azerbaijan,Export value index (2000 = 100),,2015,100.0
Bahrain,Export value index (2000 = 100),West Asia,2015,100.0
Bangladesh,Export value index (2000 = 100),South Asia,2015,100.0
Bhutan,Export value index (2000 = 100),South Asia,2015,100.0
Brunei,Export value index (2000 = 100),,2015,100.0
Cambodia,Export value index (2000 = 100),Southeast Asia,2015,100.0
China,Export value index (2000 = 100),East Asia,2015,100.0
Cyprus,Export value index (2000 = 100),,2015,100.0
Georgia,Export value index (2000 = 100),,2015,100.0
"Hong Kong, China",Export value index (2000 = 100),,2015,100.0
India,Export value index (2000 = 100),South Asia,2015,100.0
Indonesia,Export value index (2000 = 100),Southeast Asia,2015,100.0
"Iran, Islamic Rep.",Export value index (2000 = 100),,2015,100.0
Iraq,Export value index (2000 = 100),West Asia,2015,100.0
Israel,Export value index (2000 = 100),West Asia,2015,100.0
Japan,Export value index (2000 = 100),East Asia,2015,100.0
Jordan,Export value index (2000 = 100),West Asia,2015,100.0
Kazakhstan,Export value index (2000 = 100),Central Asia,2015,100.0
"Korea, Rep.",Export value index (2000 = 100),East Asia,2015,100.0
Kuwait,Export value index (2000 = 100),West Asia,2015,100.0
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2015,100.0
Lao PDR,Export value index (2000 = 100),,2015,100.0
Lebanon,Export value index (2000 = 100),West Asia,2015,100.0
Malaysia,Export value index (2000 = 100),Southeast Asia,2015,100.0
Maldives,Export value index (2000 = 100),South Asia,2015,100.0
Mongolia,Export value index (2000 = 100),East Asia,2015,100.0
Myanmar,Export value index (2000 = 100),Southeast Asia,2015,100.0
Nepal,Export value index (2000 = 100),South Asia,2015,100.0
Oman,Export value index (2000 = 100),West Asia,2015,100.0
Pakistan,Export value index (2000 = 100),South Asia,2015,100.0
Philippines,Export value index (2000 = 100),Southeast Asia,2015,100.0
Qatar,Export value index (2000 = 100),West Asia,2015,100.0
Russian Federation,Export value index (2000 = 100),,2015,100.0
Saudi Arabia,Export value index (2000 = 100),West Asia,2015,100.0
Singapore,Export value index (2000 = 100),Southeast Asia,2015,100.0
Sri Lanka,Export value index (2000 = 100),South Asia,2015,100.0
Syrian Arab Republic,Export value index (2000 = 100),,2015,100.0
Tajikistan,Export value index (2000 = 100),Central Asia,2015,100.0
Thailand,Export value index (2000 = 100),Southeast Asia,2015,100.0
Turkey,Export value index (2000 = 100),West Asia,2015,100.0
Turkmenistan,Export value index (2000 = 100),Central Asia,2015,100.0
United Arab Emirates,Export value index (2000 = 100),West Asia,2015,100.0
Uzbekistan,Export value index (2000 = 100),Central Asia,2015,100.0
Vietnam,Export value index (2000 = 100),Southeast Asia,2015,100.0
Yemen,Export value index (2000 = 100),West Asia,2015,100.0
Afghanistan,Export value index (2000 = 100),South Asia,2016,104.3839308258
Armenia,Export value index (2000 = 100),,2016,120.6278337994
Azerbaijan,Export value index (2000 = 100),,2016,78.9974867885
Bahrain,Export value index (2000 = 100),West Asia,2016,77.2954720766
Bangladesh,Export value index (2000 = 100),South Asia,2016,107.7693977849
Bhutan,Export value index (2000 = 100),South Asia,2016,95.5486074961
Brunei,Export value index (2000 = 100),,2016,76.74066402
Cambodia,Export value index (2000 = 100),Southeast Asia,2016,117.8742733016
China,Export value index (2000 = 100),East Asia,2016,92.2657367498
Cyprus,Export value index (2000 = 100),,2016,89.9632115678
Georgia,Export value index (2000 = 100),,2016,96.0484529495
"Hong Kong, China",Export value index (2000 = 100),,2016,101.2045063158
India,Export value index (2000 = 100),South Asia,2016,98.7276867503
Indonesia,Export value index (2000 = 100),Southeast Asia,2016,96.0919016945
"Iran, Islamic Rep.",Export value index (2000 = 100),,2016,103.7395944582
Iraq,Export value index (2000 = 100),West Asia,2016,81.3335510146
Israel,Export value index (2000 = 100),West Asia,2016,94.5490674788
Japan,Export value index (2000 = 100),East Asia,2016,103.2213733793
Jordan,Export value index (2000 = 100),West Asia,2016,96.3699346619
Kazakhstan,Export value index (2000 = 100),Central Asia,2016,79.8271264455
"Korea, Rep.",Export value index (2000 = 100),East Asia,2016,94.0521733361
Kuwait,Export value index (2000 = 100),West Asia,2016,85.4971496761
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2016,109.1438878652
Lao PDR,Export value index (2000 = 100),,2016,116.1899863704
Lebanon,Export value index (2000 = 100),West Asia,2016,98.7091616597
Malaysia,Export value index (2000 = 100),Southeast Asia,2016,94.8944065391
Maldives,Export value index (2000 = 100),South Asia,2016,106.8793976134
Mongolia,Export value index (2000 = 100),East Asia,2016,105.2898721462
Myanmar,Export value index (2000 = 100),Southeast Asia,2016,103.521804575
Nepal,Export value index (2000 = 100),South Asia,2016,96.5698538504
Oman,Export value index (2000 = 100),West Asia,2016,94.0083784634
Pakistan,Export value index (2000 = 100),South Asia,2016,92.2398970948
Philippines,Export value index (2000 = 100),Southeast Asia,2016,95.7258808297
Qatar,Export value index (2000 = 100),West Asia,2016,73.4998612152
Russian Federation,Export value index (2000 = 100),,2016,82.5115181087
Saudi Arabia,Export value index (2000 = 100),West Asia,2016,90.1888142082
Singapore,Export value index (2000 = 100),Southeast Asia,2016,93.9970673829
Sri Lanka,Export value index (2000 = 100),South Asia,2016,97.7547053611
Syrian Arab Republic,Export value index (2000 = 100),,2016,80.4446399527
Tajikistan,Export value index (2000 = 100),Central Asia,2016,100.9431843751
Thailand,Export value index (2000 = 100),Southeast Asia,2016,100.502982597
Turkey,Export value index (2000 = 100),West Asia,2016,98.8507814218
Turkmenistan,Export value index (2000 = 100),Central Asia,2016,69.6388999975
United Arab Emirates,Export value index (2000 = 100),West Asia,2016,98.187584953
Uzbekistan,Export value index (2000 = 100),Central Asia,2016,95.031010027
Vietnam,Export value index (2000 = 100),Southeast Asia,2016,108.9570192562
Yemen,Export value index (2000 = 100),West Asia,2016,80.610679849
Afghanistan,Export value index (2000 = 100),South Asia,2017,126.5302193594
Armenia,Export value index (2000 = 100),,2017,151.1704279331
Azerbaijan,Export value index (2000 = 100),,2017,93.2993014881
Bahrain,Export value index (2000 = 100),West Asia,2017,92.9601234858
Bangladesh,Export value index (2000 = 100),South Asia,2017,110.723623854
Bhutan,Export value index (2000 = 100),South Asia,2017,104.2929669974
Brunei,Export value index (2000 = 100),,2017,87.6888303194
Cambodia,Export value index (2000 = 100),Southeast Asia,2017,132.0247601508
China,Export value index (2000 = 100),East Asia,2017,99.5547771022
Cyprus,Export value index (2000 = 100),,2017,99.7639542719
Georgia,Export value index (2000 = 100),,2017,124.5667362267
"Hong Kong, China",Export value index (2000 = 100),,2017,107.7139989555
India,Export value index (2000 = 100),South Asia,2017,111.6775166865
Indonesia,Export value index (2000 = 100),Southeast Asia,2017,112.2662839969
"Iran, Islamic Rep.",Export value index (2000 = 100),,2017,132.0014229778
Iraq,Export value index (2000 = 100),West Asia,2017,110.4680506484
Israel,Export value index (2000 = 100),West Asia,2017,95.4521300667
Japan,Export value index (2000 = 100),East Asia,2017,111.7467404829
Jordan,Export value index (2000 = 100),West Asia,2017,95.8955659479
Kazakhstan,Export value index (2000 = 100),Central Asia,2017,105.1091994288
"Korea, Rep.",Export value index (2000 = 100),East Asia,2017,108.9107428433
Kuwait,Export value index (2000 = 100),West Asia,2017,101.6500624426
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2017,122.4018315459
Lao PDR,Export value index (2000 = 100),,2017,133.390341032
Lebanon,Export value index (2000 = 100),West Asia,2017,101.1105806127
Malaysia,Export value index (2000 = 100),Southeast Asia,2017,109.0913659353
Maldives,Export value index (2000 = 100),South Asia,2017,132.8024490389
Mongolia,Export value index (2000 = 100),East Asia,2017,132.7950656828
Myanmar,Export value index (2000 = 100),Southeast Asia,2017,121.4370712638
Nepal,Export value index (2000 = 100),South Asia,2017,102.9923584888
Oman,Export value index (2000 = 100),West Asia,2017,103.0618154224
Pakistan,Export value index (2000 = 100),South Asia,2017,97.6452682195
Philippines,Export value index (2000 = 100),Southeast Asia,2017,116.8045667365
Qatar,Export value index (2000 = 100),West Asia,2017,86.5681310255
Russian Federation,Export value index (2000 = 100),,2017,103.3753247732
Saudi Arabia,Export value index (2000 = 100),West Asia,2017,108.9829377751
Singapore,Export value index (2000 = 100),Southeast Asia,2017,106.217215909
Sri Lanka,Export value index (2000 = 100),South Asia,2017,107.7172521556
Syrian Arab Republic,Export value index (2000 = 100),,2017,80.3160530706
Tajikistan,Export value index (2000 = 100),Central Asia,2017,134.5160566184
Thailand,Export value index (2000 = 100),Southeast Asia,2017,110.4172053109
Turkey,Export value index (2000 = 100),West Asia,2017,108.9497392805
Turkmenistan,Export value index (2000 = 100),Central Asia,2017,74.5752999917
United Arab Emirates,Export value index (2000 = 100),West Asia,2017,104.3685944477
Uzbekistan,Export value index (2000 = 100),Central Asia,2017,106.7346799413
Vietnam,Export value index (2000 = 100),Southeast Asia,2017,132.6715857658
Yemen,Export value index (2000 = 100),West Asia,2017,81.9836111448
Afghanistan,Export value index (2000 = 100),South Asia,2018,153.1663181047
Armenia,Export value index (2000 = 100),,2018,162.394682365
Azerbaijan,Export value index (2000 = 100),,2018,122.4471592342
Bahrain,Export value index (2000 = 100),West Asia,2018,109.0879855639
Bangladesh,Export value index (2000 = 100),South Asia,2018,121.2279059919
Bhutan,Export value index (2000 = 100),South Asia,2018,110.2688863303
Brunei,Export value index (2000 = 100),,2018,103.4784621584
Cambodia,Export value index (2000 = 100),Southeast Asia,2018,148.6728489823
China,Export value index (2000 = 100),East Asia,2018,109.3789312203
Cyprus,Export value index (2000 = 100),,2018,153.2998286825
Georgia,Export value index (2000 = 100),,2018,153.3300063141
"Hong Kong, China",Export value index (2000 = 100),,2018,111.3557863924
India,Export value index (2000 = 100),South Asia,2018,121.2079544997
Indonesia,Export value index (2000 = 100),Southeast Asia,2018,119.7903199306
"Iran, Islamic Rep.",Export value index (2000 = 100),,2018,147.1675560333
Iraq,Export value index (2000 = 100),West Asia,2018,161.2286829099
Israel,Export value index (2000 = 100),West Asia,2018,96.7034365695
Japan,Export value index (2000 = 100),East Asia,2018,118.1177766871
Jordan,Export value index (2000 = 100),West Asia,2018,98.9440272218
Kazakhstan,Export value index (2000 = 100),Central Asia,2018,132.6411741481
"Korea, Rep.",Export value index (2000 = 100),East Asia,2018,114.8271834664
Kuwait,Export value index (2000 = 100),West Asia,2018,132.9181099587
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2018,127.431663631
Lao PDR,Export value index (2000 = 100),,2018,148.0254180579
Lebanon,Export value index (2000 = 100),West Asia,2018,96.1905764158
Malaysia,Export value index (2000 = 100),Southeast Asia,2018,123.7575547447
Maldives,Export value index (2000 = 100),South Asia,2018,141.5171664752
Mongolia,Export value index (2000 = 100),East Asia,2018,150.1681194565
Myanmar,Export value index (2000 = 100),Southeast Asia,2018,145.3669676346
Nepal,Export value index (2000 = 100),South Asia,2018,109.0923849924
Oman,Export value index (2000 = 100),West Asia,2018,130.8034236936
Pakistan,Export value index (2000 = 100),South Asia,2018,106.0475872019
Philippines,Export value index (2000 = 100),Southeast Asia,2018,114.7222444733
Qatar,Export value index (2000 = 100),West Asia,2018,108.8924481677
Russian Federation,Export value index (2000 = 100),,2018,130.0202976513
Saudi Arabia,Export value index (2000 = 100),West Asia,2018,144.6195420168
Singapore,Export value index (2000 = 100),Southeast Asia,2018,117.4545156891
Sri Lanka,Export value index (2000 = 100),South Asia,2018,112.735030542
Syrian Arab Republic,Export value index (2000 = 100),,2018,71.2087168427
Tajikistan,Export value index (2000 = 100),Central Asia,2018,120.5142600049
Thailand,Export value index (2000 = 100),Southeast Asia,2018,118.0334347122
Turkey,Export value index (2000 = 100),West Asia,2018,117.344201807
Turkmenistan,Export value index (2000 = 100),Central Asia,2018,97.6015000074
United Arab Emirates,Export value index (2000 = 100),West Asia,2018,129.1163379034
Uzbekistan,Export value index (2000 = 100),Central Asia,2018,115.6457109667
Vietnam,Export value index (2000 = 100),Southeast Asia,2018,150.371283196
Yemen,Export value index (2000 = 100),West Asia,2018,111.795833372
Afghanistan,Export value index (2000 = 100),South Asia,2019,151.1770110426
Armenia,Export value index (2000 = 100),,2019,177.7582520736
Azerbaijan,Export value index (2000 = 100),,2019,118.3392296438
Bahrain,Export value index (2000 = 100),West Asia,2019,109.547851787
Bangladesh,Export value index (2000 = 100),South Asia,2019,121.4914743271
Bhutan,Export value index (2000 = 100),South Asia,2019,122.7954271423
Brunei,Export value index (2000 = 100),,2019,110.8052512204
Cambodia,Export value index (2000 = 100),Southeast Asia,2019,173.5421310348
China,Export value index (2000 = 100),East Asia,2019,109.9402762393
Cyprus,Export value index (2000 = 100),,2019,104.7875373666
Georgia,Export value index (2000 = 100),,2019,172.3255602602
"Hong Kong, China",Export value index (2000 = 100),,2019,104.7800425305
India,Export value index (2000 = 100),South Asia,2019,121.0442169608
Indonesia,Export value index (2000 = 100),Southeast Asia,2019,111.5163495636
"Iran, Islamic Rep.",Export value index (2000 = 100),,2019,93.5154749279
Iraq,Export value index (2000 = 100),West Asia,2019,154.4066998878
Israel,Export value index (2000 = 100),West Asia,2019,91.3260732825
Japan,Export value index (2000 = 100),East Asia,2019,112.9044853074
Jordan,Export value index (2000 = 100),West Asia,2019,106.1831973786
Kazakhstan,Export value index (2000 = 100),Central Asia,2019,124.7042291033
"Korea, Rep.",Export value index (2000 = 100),East Asia,2019,102.9380000753
Kuwait,Export value index (2000 = 100),West Asia,2019,119.1431091117
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2019,137.7896489181
Lao PDR,Export value index (2000 = 100),,2019,158.9231394284
Lebanon,Export value index (2000 = 100),West Asia,2019,121.2867645325
Malaysia,Export value index (2000 = 100),Southeast Asia,2019,119.1264686919
Maldives,Export value index (2000 = 100),South Asia,2019,150.4696718324
Mongolia,Export value index (2000 = 100),East Asia,2019,163.185702387
Myanmar,Export value index (2000 = 100),Southeast Asia,2019,157.4697255696
Nepal,Export value index (2000 = 100),South Asia,2019,134.2855041259
Oman,Export value index (2000 = 100),West Asia,2019,121.2897141544
Pakistan,Export value index (2000 = 100),South Asia,2019,105.6129844994
Philippines,Export value index (2000 = 100),Southeast Asia,2019,119.5603067621
Qatar,Export value index (2000 = 100),West Asia,2019,93.5410369511
Russian Federation,Export value index (2000 = 100),,2019,122.9342831094
Saudi Arabia,Export value index (2000 = 100),West Asia,2019,128.5202702586
Singapore,Export value index (2000 = 100),Southeast Asia,2019,111.1427648459
Sri Lanka,Export value index (2000 = 100),South Asia,2019,113.2129142322
Syrian Arab Republic,Export value index (2000 = 100),,2019,58.263400084
Tajikistan,Export value index (2000 = 100),Central Asia,2019,131.8661576093
Thailand,Export value index (2000 = 100),Southeast Asia,2019,114.9126364318
Turkey,Export value index (2000 = 100),West Asia,2019,119.7709564324
Turkmenistan,Export value index (2000 = 100),Central Asia,2019,105.3948999845
United Arab Emirates,Export value index (2000 = 100),West Asia,2019,129.6034714809
Uzbekistan,Export value index (2000 = 100),Central Asia,2019,148.5066815011
Vietnam,Export value index (2000 = 100),Southeast Asia,2019,163.0630937662
Yemen,Export value index (2000 = 100),West Asia,2019,127.8787427219
Afghanistan,Export value index (2000 = 100),South Asia,2020,135.9345822856
Armenia,Export value index (2000 = 100),,2020,171.2950500811
Azerbaijan,Export value index (2000 = 100),,2020,82.764896976
Bahrain,Export value index (2000 = 100),West Asia,2020,85.0382685954
Bangladesh,Export value index (2000 = 100),South Asia,2020,103.7885399998
Bhutan,Export value index (2000 = 100),South Asia,2020,118.585679056
Brunei,Export value index (2000 = 100),,2020,104.02218559
Cambodia,Export value index (2000 = 100),Southeast Asia,2020,207.3936890351
China,Export value index (2000 = 100),East Asia,2020,113.9207413499
Cyprus,Export value index (2000 = 100),,2020,92.9550910471
Georgia,Export value index (2000 = 100),,2020,151.6831503256
"Hong Kong, China",Export value index (2000 = 100),,2020,107.5001982507
India,Export value index (2000 = 100),South Asia,2020,103.1569081205
Indonesia,Export value index (2000 = 100),Southeast Asia,2020,108.6057862836
"Iran, Islamic Rep.",Export value index (2000 = 100),,2020,66.7610963343
Iraq,Export value index (2000 = 100),West Asia,2020,87.9054346309
Israel,Export value index (2000 = 100),West Asia,2020,78.2856157013
Japan,Export value index (2000 = 100),East Asia,2020,102.6239184701
Jordan,Export value index (2000 = 100),West Asia,2020,101.4092858964
Kazakhstan,Export value index (2000 = 100),Central Asia,2020,101.0697351311
"Korea, Rep.",Export value index (2000 = 100),East Asia,2020,97.2931580957
Kuwait,Export value index (2000 = 100),West Asia,2020,74.1209783351
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2020,136.8946857093
Lao PDR,Export value index (2000 = 100),,2020,167.3808783728
Lebanon,Export value index (2000 = 100),West Asia,2020,102.5869008493
Malaysia,Export value index (2000 = 100),Southeast Asia,2020,117.0919547666
Maldives,Export value index (2000 = 100),South Asia,2020,119.1817919715
Mongolia,Export value index (2000 = 100),East Asia,2020,162.2579401249
Myanmar,Export value index (2000 = 100),Southeast Asia,2020,146.0477039879
Nepal,Export value index (2000 = 100),South Asia,2020,118.7688106217
Oman,Export value index (2000 = 100),West Asia,2020,104.8638034943
Pakistan,Export value index (2000 = 100),South Asia,2020,99.5013839475
Philippines,Export value index (2000 = 100),Southeast Asia,2020,108.5881898234
Qatar,Export value index (2000 = 100),West Asia,2020,66.0554638131
Russian Federation,Export value index (2000 = 100),,2020,97.6436578207
Saudi Arabia,Export value index (2000 = 100),West Asia,2020,85.4108270725
Singapore,Export value index (2000 = 100),Southeast Asia,2020,103.1135976556
Sri Lanka,Export value index (2000 = 100),South Asia,2020,95.2676243258
Syrian Arab Republic,Export value index (2000 = 100),,2020,98.7423299033
Tajikistan,Export value index (2000 = 100),Central Asia,2020,157.9721535714
Thailand,Export value index (2000 = 100),Southeast Asia,2020,108.0838752703
Turkey,Export value index (2000 = 100),West Asia,2020,112.3561931155
Turkmenistan,Export value index (2000 = 100),Central Asia,2020,65.4463999886
United Arab Emirates,Export value index (2000 = 100),West Asia,2020,111.5883909796
Uzbekistan,Export value index (2000 = 100),Central Asia,2020,138.6946654741
Vietnam,Export value index (2000 = 100),Southeast Asia,2020,174.3927075651
Yemen,Export value index (2000 = 100),West Asia,2020,79.2377485533
Afghanistan,Export value index (2000 = 100),South Asia,2021,181.4824861284
Armenia,Export value index (2000 = 100),,2021,203.4898750636
Azerbaijan,Export value index (2000 = 100),,2021,133.837382418
Bahrain,Export value index (2000 = 100),West Asia,2021,135.2408669732
Bangladesh,Export value index (2000 = 100),South Asia,2021,136.5817960439
Bhutan,Export value index (2000 = 100),South Asia,2021,142.8205931217
Brunei,Export value index (2000 = 100),,2021,173.7399515623
Cambodia,Export value index (2000 = 100),Southeast Asia,2021,203.2431974835
China,Export value index (2000 = 100),East Asia,2021,147.96052106
Cyprus,Export value index (2000 = 100),,2021,114.9070261172
Georgia,Export value index (2000 = 100),,2021,192.4643862024
"Hong Kong, China",Export value index (2000 = 100),,2021,131.2285174273
India,Export value index (2000 = 100),South Asia,2021,147.5732477196
Indonesia,Export value index (2000 = 100),Southeast Asia,2021,152.8598203776
"Iran, Islamic Rep.",Export value index (2000 = 100),,2021,101.9503721224
Iraq,Export value index (2000 = 100),West Asia,2021,149.8830263939
Israel,Export value index (2000 = 100),West Asia,2021,93.9049903252
Japan,Export value index (2000 = 100),East Asia,2021,120.9802911968
Jordan,Export value index (2000 = 100),West Asia,2021,119.4625185314
Kazakhstan,Export value index (2000 = 100),Central Asia,2021,131.9197516879
"Korea, Rep.",Export value index (2000 = 100),East Asia,2021,122.3336331276
Kuwait,Export value index (2000 = 100),West Asia,2021,116.6393262758
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2021,115.0894962907
Lao PDR,Export value index (2000 = 100),,2021,210.6182483724
Lebanon,Export value index (2000 = 100),West Asia,2021,115.2846864418
Malaysia,Export value index (2000 = 100),Southeast Asia,2021,149.5502915342
Maldives,Export value index (2000 = 100),South Asia,2021,119.0566404794
Mongolia,Export value index (2000 = 100),East Asia,2021,198.0403914516
Myanmar,Export value index (2000 = 100),Southeast Asia,2021,132.5152247058
Nepal,Export value index (2000 = 100),South Asia,2021,233.7179759072
Oman,Export value index (2000 = 100),West Asia,2021,139.6673755107
Pakistan,Export value index (2000 = 100),South Asia,2021,128.2032709382
Philippines,Export value index (2000 = 100),Southeast Asia,2021,126.8418744367
Qatar,Export value index (2000 = 100),West Asia,2021,111.8405592289
Russian Federation,Export value index (2000 = 100),,2021,144.6375275234
Saudi Arabia,Export value index (2000 = 100),West Asia,2021,135.6811576616
Singapore,Export value index (2000 = 100),Southeast Asia,2021,130.0836988266
Sri Lanka,Export value index (2000 = 100),South Asia,2021,118.5094580787
Syrian Arab Republic,Export value index (2000 = 100),,2021,83.3742780985
Tajikistan,Export value index (2000 = 100),Central Asia,2021,241.3653716543
Thailand,Export value index (2000 = 100),Southeast Asia,2021,126.9220289845
Turkey,Export value index (2000 = 100),West Asia,2021,149.1685140017
Turkmenistan,Export value index (2000 = 100),Central Asia,2021,92.1156999851
United Arab Emirates,Export value index (2000 = 100),West Asia,2021,141.4952201748
Uzbekistan,Export value index (2000 = 100),Central Asia,2021,149.1128322395
Vietnam,Export value index (2000 = 100),Southeast Asia,2021,207.2810585436
Yemen,Export value index (2000 = 100),West Asia,2021,129.8400731558
Afghanistan,Export value index (2000 = 100),South Asia,2022,
Armenia,Export value index (2000 = 100),,2022,
Azerbaijan,Export value index (2000 = 100),,2022,
Bahrain,Export value index (2000 = 100),West Asia,2022,
Bangladesh,Export value index (2000 = 100),South Asia,2022,
Bhutan,Export value index (2000 = 100),South Asia,2022,
Brunei,Export value index (2000 = 100),,2022,
Cambodia,Export value index (2000 = 100),Southeast Asia,2022,
China,Export value index (2000 = 100),East Asia,2022,
Cyprus,Export value index (2000 = 100),,2022,
Georgia,Export value index (2000 = 100),,2022,
"Hong Kong, China",Export value index (2000 = 100),,2022,
India,Export value index (2000 = 100),South Asia,2022,
Indonesia,Export value index (2000 = 100),Southeast Asia,2022,
"Iran, Islamic Rep.",Export value index (2000 = 100),,2022,
Iraq,Export value index (2000 = 100),West Asia,2022,
Israel,Export value index (2000 = 100),West Asia,2022,
